,country_code,highway,length
1150,SOM,secondary_link,0.26589999999999997
1151,SOM,service,383.2782
1152,SOM,steps,0.10200000000000001
1153,SOM,tertiary,10202.1701
1154,SOM,tertiary_link,0.4211
1155,SOM,track,234014.927
1156,SOM,trunk,1715.125
1157,SOM,trunk_link,0.0225
1158,SOM,unclassified,115044.3606
1159,RWA,bridleway,4.8481
1160,RWA,cycleway,0.0802
1161,RWA,footway,5786.0061
1162,RWA,living_street,2.538
1163,RWA,path,11001.6673
1164,RWA,pedestrian,2.7582
1165,RWA,primary,1875.0796
1166,RWA,primary_link,0.7671
1167,RWA,residential,21972.0005
1168,RWA,road,0.19519999999999998
1169,RWA,secondary,4104.7135
1170,RWA,secondary_link,0.8256
1171,RWA,service,444.06850000000003
1172,RWA,steps,1.104
1173,RWA,tertiary,992.7312
1174,RWA,tertiary_link,0.053
1175,RWA,track,2751.3675
1176,RWA,trunk,1068.6068
1177,RWA,trunk_link,2.4046
1178,RWA,unclassified,19966.0315
