country_name,country_code,percent_2000,percent_2002,percent_2004,percent_2006,percent_2008,percent_2010,percent_2012,percent_2014,percent_2016,percent_2018,percent_2020,population_2000,population_2002,population_2004,population_2006,population_2008,population_2010,population_2012,population_2014,population_2016,population_2018,population_2020
Malawi,MWI,81.41073368,77.89671004,74.3826864,70.86866276,67.35463912,63.84061547,60.32659183,56.81256819,53.29854455,49.78452091,49.78452091,1353.087099,1383.726777,1410.951046,1441.275838,1473.161134,1505.094221,1535.530748,1564.3994,1591.641644,1615.972193,1759.801167
Namibia,NAM,42.55682819,42.40780337,42.25877854,42.10975371,41.96072889,41.81170406,41.66267924,41.51365441,41.36462958,41.4,,261.6585303,280.9686604,302.8319007,325.5728241,349.9742985,378.1366892,412.1176406,451.0612152,491.9474714,536.022774,
Niger,NER,70.03805394,70.09604195,70.15402997,70.21201798,70.27000599,70.32799401,70.38598202,70.44397004,70.44397004,70.44397004,,1287.022081,1390.780475,1496.161668,1611.186772,1736.700712,1873.763513,2023.341482,2187.763584,2372.297904,2581.554535,
Nigeria,NGA,74.10729032,71.59476725,69.08224417,66.5697211,64.05719802,61.54467495,59.03215187,56.5196288,54.00710572,51.49458265,48.98205957,31590.04072,33631.09708,35741.12902,37921.29584,40162.68643,42434.94752,44684.39385,46857.71299,48901.36954,50779.22042,52465.92129
Rwanda,RWA,71.42051379,67.93932613,64.45813847,60.97695081,57.49576315,54.01457548,50.53338782,47.05220016,43.5710125,40.08982484,38.34923101,855.5606188,972.991021,961.0895374,949.6861301,944.7364575,937.2598335,923.707376,905.7562646,885.671021,862.5554326,874.8725117
Sudan,SDN,,99.1,99.1,99.0883376,94.00332552,88.91831345,83.83330138,78.7482893,73.66327723,73.7,73.7,,9265.62207,9784.112279,10276.58427,10198.06169,10117.21551,10061.05749,10011.80708,9947.959666,10598.21993,11312.52549
Senegal,SEN,67.15484885,63.59984833,60.04484782,56.4898473,52.93484679,49.37984627,45.82484576,42.26984525,38.71484473,35.15984422,31.6048437,2676.311446,2685.094649,2717.317579,2750.011631,2774.438658,2791.843674,2800.925927,2793.680013,2762.318496,2703.665796,2615.971787
Sierra Leone,SLE,73.9,73.9,72.54750329,69.80989116,67.07227903,64.3346669,61.59705476,58.85944263,56.1218305,53.38421836,50.64660623,1201.654645,1322.81,1444.208226,1523.086376,1574.591505,1614.546017,1652.156203,1684.688505,1711.310631,1733.119717,1749.319092
South Sudan,SSD,,99.8,99.8,99.8,99.80583841,97.00379901,94.20175961,94.2,94.2,,,0,1210.637872,1323.011674,1460.941262,1622.940742,1744.119576,1856.451033,2023.236078,2199.622752,,
Sao Tome and Principe,STP,,,61.4,61.4,60.39719894,58.45879416,56.52038938,54.5819846,52.64357981,52.6,52.6,0,0,54.092786,59.037328,63.18875748,66.36242313,69.42286387,72.25617703,74.81705563,79.965676,85.265126
Eswatini,SWZ,55.35216921,55.35216921,55.35216921,47.92817436,40.50417951,33.08018467,25.65618982,18.23219498,10.80820013,10.80820013,10.80820013,133.2907911,134.1747652,134.3585344,117.6660645,103.4800778,89.44881935,73.16991401,54.66048519,34.05393657,35.79016584,37.60118785
Chad,TCD,91.58374531,90.45646643,89.32918754,88.20190866,87.07462978,85.94735089,84.82007201,83.69279313,82.56551424,82,82,1653.134226,1767.143055,1888.169796,2007.030904,2123.221677,2246.148068,2386.104829,2540.697272,2706.003815,2903.02878,3140.8132
Togo,TGO,69.27204411,66.02872707,62.78541004,59.542093,56.29877596,53.05545893,49.81214189,46.56882486,43.32550782,40.08219079,38.5,1133.005933,1172.310996,1206.626334,1239.144192,1269.193412,1294.950583,1317.056443,1332.406727,1338.894667,1335.678083,1381.55864
Uruguay,,23.7,23.7,23.67571429,19.95,16.22428571,12.49857143,8.772857143,5.047142857,,,,724.384338,730.079211,732.5244692,621.6992565,511.0185985,398.1944869,282.3183507,163.8655367,,,
